2433    ,11,OPTIDX,NIFTY     ,26MAR2020,  12000.00,PE,NIFTY20MAR12000PE        ,1 ,RL ,1 ,3861 ,9  ,2,150      ,      136.50,1,2003      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:05,17 FEB 2020 09:15:05,1000000000006978,NIL  ,17 FEB 2020 09:15:02,400063001024012
31250272,11,FUTIDX,NIFTY     ,26MAR2020,          ,  ,NIFTY20MARFUT            ,1 ,RL ,1 ,3861 ,9  ,2,75       ,    12158.40,1,2003      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:05,17 FEB 2020 09:15:05,1100000000004171,NIL  ,17 FEB 2020 09:15:05,400063001024012
3030    ,11,OPTIDX,NIFTY     ,26MAR2020,  12000.00,PE,NIFTY20MAR12000PE        ,1 ,RL ,1 ,3861 ,9  ,2,75       ,      136.55,1,2003      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:06,17 FEB 2020 09:15:06,1000000000006978,NIL  ,17 FEB 2020 09:15:05,400063001024012
58338545,11,OPTIDX,BANKNIFTY ,20FEB2020,  31400.00,CE,BANKNIFTY2022031400CE    ,1 ,RL ,1 ,3861 ,9  ,2,20       ,       60.00,1,2003      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:08,17 FEB 2020 09:15:08,1400000000049734,NIL  ,17 FEB 2020 09:15:08,400063001024112
31250568,11,FUTIDX,BANKNIFTY ,27FEB2020,          ,  ,BANKNIFTY20FEBFUT        ,1 ,RL ,1 ,3861 ,9  ,2,20       ,    30870.15,1,2003      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:08,17 FEB 2020 09:15:08,1100000000004832,NIL  ,17 FEB 2020 09:15:06,400063001031112
31250569,11,FUTIDX,BANKNIFTY ,27FEB2020,          ,  ,BANKNIFTY20FEBFUT        ,1 ,RL ,1 ,3861 ,9  ,2,40       ,    30870.15,1,2003      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:08,17 FEB 2020 09:15:08,1100000000005440,NIL  ,17 FEB 2020 09:15:07,400063001027112
58338782,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,40       ,       44.95,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:08,17 FEB 2020 09:15:08,1400000000017185,NIL  ,17 FEB 2020 09:15:08,400063001039012
31250655,11,FUTIDX,BANKNIFTY ,27FEB2020,          ,  ,BANKNIFTY20FEBFUT        ,1 ,RL ,1 ,3861 ,9  ,2,20       ,    30847.05,2,06760     ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:10,17 FEB 2020 09:15:10,1100000000006812,NIL  ,17 FEB 2020 09:15:09,400063001019112
58339643,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,100      ,       44.05,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:10,17 FEB 2020 09:15:10,1400000000017185,NIL  ,17 FEB 2020 09:15:09,400063001039012
31250667,11,FUTIDX,BANKNIFTY ,27FEB2020,          ,  ,BANKNIFTY20FEBFUT        ,1 ,RL ,1 ,3861 ,9  ,1,20       ,    30847.05,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:10,17 FEB 2020 09:15:10,1100000000007029,NIL  ,17 FEB 2020 09:15:10,400063001039012
58340224,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,60       ,       44.15,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:10,17 FEB 2020 09:15:10,1400000000060198,NIL  ,17 FEB 2020 09:15:10,400063001039012
58340263,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,20       ,       44.15,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:10,17 FEB 2020 09:15:10,1400000000060198,NIL  ,17 FEB 2020 09:15:10,400063001039012
58340292,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,20       ,       44.15,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:11,17 FEB 2020 09:15:11,1400000000060198,NIL  ,17 FEB 2020 09:15:10,400063001039012
58340341,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,60       ,       44.05,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:11,17 FEB 2020 09:15:11,1400000000062966,NIL  ,17 FEB 2020 09:15:11,400063001039012
58340342,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,20       ,       44.05,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:11,17 FEB 2020 09:15:11,1400000000062966,NIL  ,17 FEB 2020 09:15:11,400063001039012
58340360,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,20       ,       44.05,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:11,17 FEB 2020 09:15:11,1400000000062966,NIL  ,17 FEB 2020 09:15:11,400063001039012
31250716,11,FUTIDX,BANKNIFTY ,27FEB2020,          ,  ,BANKNIFTY20FEBFUT        ,1 ,RL ,1 ,3861 ,9  ,1,20       ,    30847.05,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:11,17 FEB 2020 09:15:11,1100000000007497,NIL  ,17 FEB 2020 09:15:11,400063001039012
58340476,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,40       ,       44.40,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:11,17 FEB 2020 09:15:11,1400000000063225,NIL  ,17 FEB 2020 09:15:11,400063001039012
58340635,11,OPTIDX,BANKNIFTY ,20FEB2020,  31500.00,CE,BANKNIFTY2022031500CE    ,1 ,RL ,1 ,3861 ,9  ,2,40       ,       44.40,1,2051      ,06760       ,OPEN ,UNCOVER,17 FEB 2020 09:15:11,17 FEB 2020 09:15:11,1400000000063225,NIL  ,17 FEB 2020 09:15:11,400063001039012
